avg_max_country_state; avg_max_temp; avg_min_country_state; avg_min_temp; max_max_country_state; max_max_temp; max_min_country_state; max_min_temp; min_max_country_state; min_max_temp; min_min_country_state; min_min_temp; avg_exc_temp; max_exc_temp; min_exc_temp
Honolulu, Hawaii; 22.94; Bismark, North Dakota; -5.09; Honolulu, Hawaii; 26.34; Bismark, North Dakota; 0.48; Honolulu, Hawaii; 19.21; Bismark, North Dakota; -10.84; 11.20; 18.80; 6.77
