avg_max_country_state; avg_max_temp; avg_min_country_state; avg_min_temp; max_max_country_state; max_max_temp; max_min_country_state; max_min_temp; min_max_country_state; min_max_temp; min_min_country_state; min_min_temp; avg_exc_temp; max_exc_temp; min_exc_temp
Honolulu, Hawaii; 23.87; Saint Paul, Minnesota; -7.06; Honolulu, Hawaii; 26.94; Saint Paul, Minnesota; -3.23; Honolulu, Hawaii; 20.63; Saint Paul, Minnesota; -11.21; 10.05; 15.36; 3.63
