avg_max_country_state; avg_max_temp; avg_min_country_state; avg_min_temp; max_max_country_state; max_max_temp; max_min_country_state; max_min_temp; min_max_country_state; min_max_temp; min_min_country_state; min_min_temp; avg_exc_temp; max_exc_temp; min_exc_temp
Phoenix, Arizona; 32.13; Juneau, Alaska; 14.50; Phoenix, Arizona; 40.07; Juneau, Alaska; 19.83; Phoenix, Arizona; 23.83; Helena, Montana; 8.72; 12.08; 19.72; 6.63
