avg_max_country_state; avg_max_temp; avg_min_country_state; avg_min_temp; max_max_country_state; max_max_temp; max_min_country_state; max_min_temp; min_max_country_state; min_max_temp; min_min_country_state; min_min_temp; avg_exc_temp; max_exc_temp; min_exc_temp
Phoenix, Arizona; 33.80; Juneau, Alaska; 14.44; Phoenix, Arizona; 39.28; Juneau, Alaska; 18.26; Phoenix, Arizona; 28.03; Olympia, Washington; 9.80; 11.70; 18.78; 6.72
