avg_max_country_state; avg_max_temp; avg_min_country_state; avg_min_temp; max_max_country_state; max_max_temp; max_min_country_state; max_min_temp; min_max_country_state; min_max_temp; min_min_country_state; min_min_temp; avg_exc_temp; max_exc_temp; min_exc_temp
Honolulu, Hawaii; 25.04; Bismark, North Dakota; -2.35; Honolulu, Hawaii; 28.57; Juneau, Alaska; 1.80; Honolulu, Hawaii; 21.22; Bismark, North Dakota; -9.11; 11.21; 15.26; 5.35
