avg_max_country_state; avg_max_temp; avg_min_country_state; avg_min_temp; max_max_country_state; max_max_temp; max_min_country_state; max_min_temp; min_max_country_state; min_max_temp; min_min_country_state; min_min_temp; avg_exc_temp; max_exc_temp; min_exc_temp
Honolulu, Hawaii; 24.35; Bismark, North Dakota; -12.54; Honolulu, Hawaii; 27.94; Bismark, North Dakota; -7.67; Honolulu, Hawaii; 20.50; Bismark, North Dakota; -19.50; 10.23; 16.07; 5.22
