avg_max_country_state; avg_max_temp; avg_min_country_state; avg_min_temp; max_max_country_state; max_max_temp; max_min_country_state; max_min_temp; min_max_country_state; min_max_temp; min_min_country_state; min_min_temp; avg_exc_temp; max_exc_temp; min_exc_temp
Phoenix, Arizona; 26.52; Juneau, Alaska; 9.03; Phoenix, Arizona; 33.46; Juneau, Alaska; 13.41; Honolulu, Hawaii; 21.33; Juneau, Alaska; 4.35; 12.48; 18.66; 7.10
