avg_max_country_state; avg_max_temp; avg_min_country_state; avg_min_temp; max_max_country_state; max_max_temp; max_min_country_state; max_min_temp; min_max_country_state; min_max_temp; min_min_country_state; min_min_temp; avg_exc_temp; max_exc_temp; min_exc_temp
Honolulu, Hawaii; 24.50; Bismark, North Dakota; 1.54; Phoenix, Arizona; 29.22; Juneau, Alaska; 6.06; Honolulu, Hawaii; 20.94; Bismark, North Dakota; -4.63; 12.40; 18.80; 6.85
