avg_max_country_state; avg_max_temp; avg_min_country_state; avg_min_temp; max_max_country_state; max_max_temp; max_min_country_state; max_min_temp; min_max_country_state; min_max_temp; min_min_country_state; min_min_temp; avg_exc_temp; max_exc_temp; min_exc_temp
Honolulu, Hawaii; 26.18; Bismark, North Dakota; 5.66; Honolulu, Hawaii; 30.02; Juneau, Alaska; 9.28; Honolulu, Hawaii; 22.08; Helena, Montana; -0.95; 11.98; 17.37; 4.48
