max_country_state; max_month; max_temp; min_country_state; min_month; min_temp; avg_min_exc_month; avg_min_exc_temp; min_exc_month; min_exc_temp; avg_max_exc_month; avg_max_exc_temp; max_exc_month; max_exc_temp
Phoenix, Arizona; Giugno; 46.11; Bismark, North Dakota; Dicembre; -35.00; Febbraio; 10.05; Febbraio; 3.63; Maggio; 12.48; Giugno; 19.72
