avg_max_country_state; avg_max_temp; avg_min_country_state; avg_min_temp; max_max_country_state; max_max_temp; max_min_country_state; max_min_temp; min_max_country_state; min_max_temp; min_min_country_state; min_min_temp; avg_exc_temp; max_exc_temp; min_exc_temp
Phoenix, Arizona; 29.39; Juneau, Alaska; 11.17; Phoenix, Arizona; 35.09; Juneau, Alaska; 14.13; Honolulu, Hawaii; 23.43; Montpelier, Vermont; 7.19; 12.38; 16.19; 6.17
